ticker,premarket_price,yesterday_close,gap_pct,rvol,avg_volume_10d,trend_5d,breakout_score,atr_10d,volatility_score,rsi,price_source,norm_rvol,norm_breakout,norm_volatility,norm_trend,rsi_score,rsi_label,norm_gap,score,score_prev,score_trend,trend_dir,scan_time_utc,snapshot_utc
AMLX,18.86,18.7,0.0086,1.1682,2073590,5,0.9877,1.0472,0.056,96.3,yf_premarket,0.12272039667198924,0.9877,0.08771099542514592,1.0,5.0,🔥 90+,0.031699225949133804,8.2509,8.4869,-0.236,steady,13:33:12,2026-06-30 13:33:12
BCAX,29.45,29.34,0.0037,1.1983,1309330,5,0.9953,1.6662,0.0568,95.3,yf_premarket,0.12588242709471384,0.9953,0.08897302413629911,1.0,5.0,🔥 90+,0.013638039071138962,8.2444,8.4806,-0.236,steady,13:33:12,2026-06-30 13:33:12
SKWD,59.895,60.19,-0.0049,1.2981,777420,5,0.9991,1.9415,0.0323,91.0,yf_premarket,0.13636650138667117,0.9991,0.05032339485723301,1.0,5.0,🔥 90+,0.0,8.2279,,,new,13:33:12,2026-06-30 13:33:12
INNV,11.61,11.61,0.0,1.4932,559920,5,0.9761,0.5801,0.05,92.9,yf_premarket,0.1568619211698462,0.9761,0.07824578009149709,1.0,5.0,🔥 90+,0.0,8.2266,,,new,13:33:12,2026-06-30 13:33:12
MAX,12.39,12.39,-0.0,1.507,837960,5,0.9712,0.6249,0.0504,93.5,yf_premarket,0.1583116228254475,0.9712,0.07887679444707367,1.0,5.0,🔥 90+,-0.0,8.2193,,,new,13:33:12,2026-06-30 13:33:12
REYN,26.995,27.12,-0.0046,1.272,1463020,5,0.9975,0.673,0.0248,91.5,yf_premarket,0.13362467434238173,0.9975,0.03849187569017195,1.0,5.0,🔥 90+,0.0,8.2147,,,new,13:33:12,2026-06-30 13:33:12
CRVS,14.55,14.48,0.0048,1.022,1462860,5,0.9929,0.747,0.0516,92.6,yf_premarket,0.10736196319018405,0.9929,0.08076983751380344,1.0,5.0,🔥 90+,0.017692591227423515,8.2138,8.3465,-0.133,steady,13:33:12,2026-06-30 13:33:12
RGNX,11.89,11.83,0.0051,0.755,3367560,5,0.9943,1.041,0.088,93.2,yf_premarket,0.07931338767963694,0.9943,0.13819214387127307,1.0,5.0,🔥 90+,0.018798378179137487,8.2049,,,new,13:33:12,2026-06-30 13:33:12
XNCR,15.78,15.6,0.0115,0.6719,1115450,5,0.9946,0.8162,0.0523,93.2,yf_premarket,0.07058366249264644,0.9946,0.08187411263606247,1.0,5.0,🔥 90+,0.042388499815702176,8.1996,,,new,13:33:12,2026-06-30 13:33:12
ETON,36.8,36.73,0.0019,1.4071,474100,5,0.9637,1.605,0.0437,90.5,yf_premarket,0.14781704344902935,0.9637,0.0683073039911658,1.0,5.0,🔥 90+,0.007003317360855142,8.1938,8.3881,-0.194,steady,13:33:12,2026-06-30 13:33:12
XZO,17.04,17.04,0.0,1.2785,243560,5,0.9764,0.7035,0.0413,91.2,yf_premarket,0.13430750483233886,0.9764,0.06452121785770627,1.0,5.0,🔥 90+,0.0,8.1865,,,new,13:33:12,2026-06-30 13:33:12
COMP,11.95,12.0,-0.0042,0.9684,18880110,5,0.9968,0.6088,0.0507,90.6,yf_premarket,0.10173123791915288,0.9968,0.07935005521375611,1.0,5.0,🔥 90+,0.0,8.1859,8.3323,-0.146,steady,13:33:12,2026-06-30 13:33:12
