ticker,premarket_price,premarket_volume,score,score_long,gap_pct,rvol,premarket_rvol,avg_volume_10d,trend_5d,breakout_score,atr_10d,volatility_score,premarket_momentum_score,direction
CIFR,24.01,0,4.7136,0.0,0.0,1.0154,0.0,22976590,3,0.8048,1.9434,0.0809,0.0,down
HLIT,15.81,0,4.0382,0.0,0.0,0.7503,0.0,6906420,3,0.6719,1.089,0.0689,0.0,down
HPQ,29.34,0,5.5465,0.0,0.0,1.36,0.0,30532740,3,0.978,1.478,0.0504,0.0,down
HXL,88.61,0,4.332,0.0,0.0,1.0151,0.0,1056610,3,0.6369,3.141,0.0354,0.0,down
CAT,865.36,0,3.0834,0.0,0.0,0.9696,0.0,2756160,2,0.2996,25.728,0.0297,0.0,down
HON,236.54,0,4.7511,0.0,0.0,0.9873,0.0,5079190,3,0.8737,5.381,0.0227,0.0,down
GE,324.6,0,5.7477,0.0,0.0,0.8686,0.0,5333740,5,0.9594,8.446,0.026,0.0,down
BA,224.3,0,4.071,0.0,0.0,0.9467,0.0,6750380,3,0.5628,5.674,0.0253,0.0,down
LUV,42.76,0,3.7663,0.0,0.0,0.7984,0.0,7019870,2,0.767,1.488,0.0348,0.0,down
AAL,14.34,0,3.6958,0.0,0.0,0.8467,0.0,81520940,2,0.691,0.628,0.0438,0.0,down
UAL,111.76,0,4.1937,0.0,0.0,0.7133,0.0,6697610,3,0.7907,4.744,0.0424,0.0,down
DAL,81.47,0,4.5509,0.0,0.0,0.8741,0.0,8392800,3,0.8531,2.724,0.0334,0.0,down
HLT,332.65,0,5.4228,0.0,0.0,1.2279,0.0,1592030,4,0.7786,7.8936,0.0237,0.0,down
MAR,376.96,0,4.2924,0.0,0.0,0.9338,0.0,1495840,3,0.6841,8.8904,0.0236,0.0,down
EXPE,228.37,0,5.21,0.0,0.0,0.9482,0.0,1564280,4,0.8747,8.7597,0.0384,0.0,down
BKNG,169.25,0,5.1334,0.0,0.0,0.8612,0.0,7707780,4,0.9053,5.266,0.0311,0.0,down
ABNB,137.87,0,5.1219,0.0,0.0,1.0809,0.0,4027300,3,0.9827,4.8359,0.0351,0.0,down
LYFT,14.86,0,6.3885,0.0,0.0,1.7894,0.0,16379960,4,0.8313,0.6222,0.0419,0.0,down
UBER,73.77,0,4.4683,0.0,0.0,1.0903,0.0,22082870,3,0.6516,2.1849,0.0296,0.0,down
PLTR,160.65,0,5.433,0.0,0.0,1.3884,0.0,41243780,3,0.9058,6.2434,0.0389,0.0,down
JPM,296.58,0,2.6984,0.0,0.0,0.8811,0.0,8994440,2,0.179,5.613,0.0189,0.0,down
NDAQ,92.81,0,4.6536,0.0,0.0,1.0507,0.0,3153550,3,0.7784,1.921,0.0207,0.0,down
CME,257.76,0,3.0971,0.0,0.0,2.0304,0.0,3085660,0,0.0106,7.799,0.0303,0.0,down
ICE,144.96,0,2.2575,0.0,0.0,1.3102,0.0,4151910,0,0.1356,3.046,0.021,0.0,down
MSCI,643.83,0,5.5926,0.0,0.0,1.0582,0.0,723940,4,0.9897,16.637,0.0258,0.0,down
SPGI,428.56,0,5.2239,0.0,0.0,0.9089,0.0,2311130,4,0.918,10.5798,0.0247,0.0,down
SPCE,7.52,0,10.6463,0.0,0.0,4.3018,0.0,66234020,5,0.7874,0.8933,0.1188,0.0,down
BAH,84.05,0,5.9796,0.0,0.0,1.3306,0.0,2140660,4,0.9739,3.031,0.0361,0.0,down
GD,339.2,0,3.0338,0.0,0.0,0.9459,0.0,903480,2,0.2991,5.646,0.0166,0.0,down
RTX,174.41,0,3.7064,0.0,0.0,0.9691,0.0,5649340,3,0.3659,3.6699,0.021,0.0,down
LMT,516.5,0,2.5636,0.0,0.0,1.029,0.0,1334930,1,0.2503,10.022,0.0194,0.0,down
NOC,539.22,0,3.7049,0.0,0.0,1.3184,0.0,1001550,3,0.104,10.4295,0.0193,0.0,down
ROK,456.71,0,4.5901,0.0,0.0,1.1193,0.0,728930,2,0.9437,10.838,0.0237,0.0,down
ETN,400.08,0,3.9008,0.0,0.0,0.8837,0.0,2646620,2,0.7722,12.365,0.0309,0.0,down
EMR,141.65,0,4.1034,0.0,0.0,0.6843,0.0,2977630,3,0.7752,3.764,0.0266,0.0,down
DE,542.43,0,4.9658,0.0,0.0,1.2714,0.0,1741090,4,0.5162,14.261,0.0263,0.0,down
MET,81.84,0,2.5845,0.0,0.0,0.8339,0.0,3676370,1,0.4062,1.737,0.0212,0.0,down
AIG,73.45,0,1.6839,0.0,0.0,0.7668,0.0,3284140,1,0.0055,1.674,0.0228,0.0,down
ALLY,42.05,0,3.8691,0.0,0.0,0.8823,0.0,3204800,3,0.5107,1.0189,0.0242,0.0,down
SOFI,18.58,0,6.3719,0.0,0.0,1.2916,0.0,74609500,5,0.9445,0.844,0.0454,0.0,down
MA,495.25,0,4.2087,0.0,0.0,1.3464,0.0,3455670,3,0.3352,9.244,0.0187,0.0,down
V,322.77,0,3.1943,0.0,0.0,1.1195,0.0,8886330,2,0.248,6.154,0.0191,0.0,down
AXP,313.54,0,4.119,0.0,0.0,0.8694,0.0,3014900,3,0.6481,5.827,0.0186,0.0,down
COF,184.56,0,3.2069,0.0,0.0,0.9504,0.0,4961410,2,0.3791,4.2868,0.0232,0.0,down
TFC,46.87,0,3.6863,0.0,0.0,1.5272,0.0,7590150,2,0.1884,0.876,0.0187,0.0,down
PNC,216.07,0,3.1889,0.0,0.0,0.9096,0.0,1644670,2,0.4038,3.655,0.0169,0.0,down
USB,53.55,0,3.4286,0.0,0.0,1.1724,0.0,7182560,2,0.3264,0.927,0.0173,0.0,down
MS,211.01,0,5.5335,0.0,0.0,1.0711,0.0,6004120,4,0.9525,4.6,0.0218,0.0,down
GS,1048.58,0,5.7935,0.0,0.0,1.2049,0.0,2212830,4,0.9801,27.2912,0.026,0.0,down
C,129.09,0,5.417,0.0,0.0,1.264,0.0,9922450,3,0.9989,2.992,0.0232,0.0,down
WFC,77.17,0,4.6357,0.0,0.0,0.9852,0.0,15801050,3,0.8188,1.577,0.0204,0.0,down
BAC,51.51,0,3.6053,0.0,0.0,0.8657,0.0,39620090,2,0.6439,0.981,0.019,0.0,down
WMT,114.6,0,1.991,0.0,0.0,0.9122,0.0,28677010,1,0.0481,3.036,0.0265,0.0,down
TGT,123.71,0,2.9379,0.0,0.0,0.6395,0.0,7598340,2,0.4707,4.612,0.0373,0.0,down
CVS,90.62,0,2.2307,0.0,0.0,0.7141,0.0,7215800,2,0.0687,2.011,0.0222,0.0,down
MOH,183.25,0,4.3223,0.0,0.0,0.967,0.0,941060,3,0.6696,5.968,0.0326,0.0,down
CNC,62.0,0,6.0025,0.0,0.0,1.3414,0.0,4280930,4,0.9813,1.718,0.0277,0.0,down
HUM,328.31,0,5.6795,0.0,0.0,1.6014,0.0,1220550,3,0.8748,9.083,0.0277,0.0,down
CI,274.19,0,1.6948,0.0,0.0,0.7057,0.0,1527400,1,0.0555,6.914,0.0252,0.0,down
ELV,402.66,0,5.5172,0.0,0.0,1.2964,0.0,1571920,4,0.7747,9.38,0.0233,0.0,down
UNH,379.86,0,2.5312,0.0,0.0,1.038,0.0,6378380,1,0.2257,8.685,0.0229,0.0,down
AFL,112.11,0,1.6002,0.0,0.0,0.8123,0.0,2808750,0,0.1814,2.1145,0.0189,0.0,down
TRV,288.93,0,1.6264,0.0,0.0,1.0599,0.0,1490570,0,0.0085,5.651,0.0196,0.0,down
CB,309.78,0,1.5565,0.0,0.0,1.006,0.0,1735490,0,0.0142,5.912,0.0191,0.0,down
PGR,192.67,0,2.8893,0.0,0.0,1.315,0.0,3724800,1,0.1967,4.496,0.0233,0.0,down
ALL,207.21,0,2.3321,0.0,0.0,0.9296,0.0,1885940,1,0.2065,5.1251,0.0247,0.0,down
HIG,126.57,0,2.119,0.0,0.0,0.9457,0.0,1988110,1,0.0896,2.6741,0.0211,0.0,down
PRU,100.49,0,2.602,0.0,0.0,0.8843,0.0,1755830,1,0.3787,1.8324,0.0182,0.0,down
PEP,141.52,0,1.9796,0.0,0.0,0.9481,0.0,8515540,1,0.0178,3.105,0.0219,0.0,down
KO,78.64,0,1.8418,0.0,0.0,0.8183,0.0,15607270,1,0.0496,1.18,0.015,0.0,down
DPZ,313.71,0,4.4907,0.0,0.0,0.9951,0.0,710390,3,0.7357,8.352,0.0266,0.0,down
CMG,30.55,0,3.1714,0.0,0.0,1.7314,0.0,18731310,1,0.0202,1.038,0.034,0.0,down
YUM,147.51,0,2.1583,0.0,0.0,1.1351,0.0,2190540,0,0.2179,2.9407,0.0199,0.0,down
MCD,276.11,0,3.1132,0.0,0.0,1.0948,0.0,4192920,2,0.2273,4.502,0.0163,0.0,down
SBUX,96.51,0,2.2753,0.0,0.0,1.069,0.0,7657950,1,0.0735,2.399,0.0249,0.0,down
KR,61.52,0,2.2283,0.0,0.0,1.1142,0.0,7409020,1,0.0126,1.955,0.0318,0.0,down
DLTR,111.35,0,4.6585,0.0,0.0,0.9949,0.0,5362940,3,0.8104,5.048,0.0453,0.0,down
DG,109.93,0,5.5766,0.0,0.0,1.5796,0.0,4481690,3,0.8341,4.268,0.0388,0.0,down
ROST,224.07,0,2.6382,0.0,0.0,0.6821,0.0,4216040,1,0.5433,6.368,0.0284,0.0,down
TJX,152.75,0,2.513,0.0,0.0,0.8217,0.0,7171860,1,0.3782,3.706,0.0243,0.0,down
BBY,74.98,0,5.2596,0.0,0.0,1.0064,0.0,6618330,4,0.8543,3.1,0.0413,0.0,down
LOW,207.7,0,2.4632,0.0,0.0,0.9426,0.0,3505850,2,0.0099,6.123,0.0295,0.0,down
HD,310.69,0,3.4773,0.0,0.0,0.7616,0.0,5964260,2,0.6542,8.236,0.0265,0.0,down
COST,946.11,0,2.0852,0.0,0.0,0.9583,0.0,2934950,1,0.06,26.21,0.0277,0.0,down
HAL,39.35,0,1.8902,0.0,0.0,0.6962,0.0,12499820,1,0.1571,1.253,0.0318,0.0,down
SLB,54.75,0,2.6427,0.0,0.0,0.8629,0.0,15037100,2,0.1608,1.465,0.0268,0.0,down
