ticker,premarket_price,yesterday_close,gap_pct,rvol,avg_volume_10d,trend_5d,breakout_score,atr_10d,volatility_score,rsi,price_source,norm_rvol,norm_breakout,norm_volatility,norm_trend,rsi_score,rsi_label,norm_gap,score,score_prev,score_trend,trend_dir,scan_time_utc,snapshot_utc
CXW,29.72,28.9,0.0284,1.753,1582190,5,0.9904,1.177,0.0407,100.0,yf_premarket,0.18227379541248154,0.9904,0.0871103250055273,1.0,5.0,🔥 90+,0.1134185303514377,8.4679,8.4481,0.02,steady,17:36:52,2026-06-22 17:36:52
ALOT,28.42,28.57,-0.0053,2.5129,408770,3,0.9923,0.903,0.0316,90.0,yf_premarket,0.26128683427953503,0.9923,0.06699093521998675,0.6,5.0,🔥 90+,0.0,8.01,7.9999,0.01,steady,17:36:52,2026-06-22 17:36:52
GEO,29.5458,29.28,0.0091,1.399,2538670,4,0.9236,1.178,0.0402,97.4,yf_premarket,0.1454655104290141,0.9236,0.0860048640282998,0.8,5.0,🔥 90+,0.03634185303514377,7.9629,7.9724,-0.01,steady,17:36:52,2026-06-22 17:36:52
CAST,7.05,8.07,-0.1264,2.1814,51810250,4,0.647,1.172,0.1452,95.9,yf_premarket,0.22681805893484724,0.647,0.31815166924607563,0.8,5.0,🔥 90+,0.0,7.5933,7.5452,0.048,steady,17:36:52,2026-06-22 17:36:52
EPC,23.035,23.11,-0.0032,1.9725,937520,3,0.7839,1.0873,0.047,91.8,yf_premarket,0.20509701166635472,0.7839,0.10103913331859385,0.6,5.0,🔥 90+,0.0,7.526,7.5107,0.015,steady,17:36:52,2026-06-22 17:36:52
GLBS,3.025,2.75,0.1,1.1436,339100,3,0.9565,0.144,0.0524,80.5,yf_premarket,0.11890947657371015,0.9565,0.1129781118726509,0.6,4.0,strong ✓,0.3993610223642173,7.3469,7.3639,-0.017,steady,17:36:52,2026-06-22 17:36:52
FTDR,71.835,71.56,0.0038,1.8969,577990,4,0.9787,2.058,0.0288,80.1,yf_premarket,0.1972362592800549,0.9787,0.06080035374751271,0.8,4.0,strong ✓,0.015175718849840255,7.1064,7.0981,0.008,steady,17:36:52,2026-06-22 17:36:52
DRH,12.33,12.31,0.0016,1.8528,1830940,4,0.963,0.217,0.0176,87.9,yf_premarket,0.19265082038804668,0.963,0.03603802785761663,0.8,4.0,strong ✓,0.006389776357827476,7.0426,7.0663,-0.024,steady,17:36:52,2026-06-22 17:36:52
FRO,41.575,40.93,0.0158,1.354,3783610,3,0.9964,1.832,0.0448,86.7,yf_premarket,0.14078649115145467,0.9964,0.09617510501879284,0.6,4.0,strong ✓,0.06309904153354633,6.9467,6.9252,0.021,steady,17:36:52,2026-06-22 17:36:52
CON,28.605,28.56,0.0016,1.41,992630,4,0.8974,0.65,0.0228,88.0,yf_premarket,0.14660927069686194,0.8974,0.04753482202078267,0.8,4.0,strong ✓,0.006389776357827476,6.8481,6.865,-0.017,steady,17:36:52,2026-06-22 17:36:52
CLDT,13.43,13.36,0.0052,1.8936,560460,3,0.942,0.372,0.0278,85.0,yf_premarket,0.19689313119970053,0.942,0.05858943179305771,0.6,4.0,strong ✓,0.020766773162939296,6.8398,6.8627,-0.023,steady,17:36:52,2026-06-22 17:36:52
XHR,20.23,20.02,0.0105,2.1015,1136510,3,0.9113,0.4475,0.0224,87.1,yf_premarket,0.21851020026202508,0.9113,0.04665045323900067,0.6,4.0,strong ✓,0.041932907348242815,6.8366,,,new,17:36:52,2026-06-22 17:36:52
CNO,51.21,50.83,0.0075,2.0712,733770,4,0.7963,0.7883,0.0155,85.0,yf_premarket,0.2153596606151351,0.7963,0.03139509175326111,0.8,4.0,strong ✓,0.02995207667731629,6.7763,6.7884,-0.012,steady,17:36:52,2026-06-22 17:36:52
ENR,20.96,21.52,-0.026,2.0776,1055620,3,0.9007,0.7712,0.0358,82.4,yf_premarket,0.21602512113461017,0.9007,0.07627680742869776,0.6,4.0,strong ✓,0.0,6.7636,6.752,0.012,steady,17:36:52,2026-06-22 17:36:52
