ticker,premarket_price,yesterday_close,gap_pct,rvol,premarket_rvol,avg_volume_10d,trend_5d,breakout_score,atr_10d,volatility_score,rsi,macd_signal,price_source,norm_gap,norm_rvol,norm_pre_rvol,norm_breakout,norm_volatility,norm_trend,premarket_momentum,rsi_factor,macd_factor,score,rsi_label,score_prev,score_trend,trend_dir,scan_time_utc,snapshot_utc
BCS,23.78,,,1.0696961847201487,0.0,4814270,1,,0.44777806599934894,,,,yf_premarket,,0.10659306944587345,0.10659306944587345,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BCTX,3.07,,,1.2900380908243219,0.0,233468,2,,0.20000002119276258,,,,yf_premarket,,0.1286994516572136,0.1286994516572136,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BCYC,4.17,,,2.2058022560683512,0.0,304778,1,,0.17677778667873806,,,,yf_premarket,,0.2205759040773099,0.2205759040773099,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BDC,108.2384,,,0.7134620032100386,0.0,583855,3,,4.031111823187934,,,,yf_premarket,,0.07085293670197651,0.07085293670197651,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BDN,3.28,,,1.4604366143569052,0.0,1863081,3,,0.09222229321797688,,,,yf_premarket,,0.14579513243832848,0.14579513243832848,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BDTX,1.8556,,,1.3208621737999742,0.0,1295474,0,,0.13655551274617514,,,,yf_premarket,,0.13179195898648977,0.13179195898648977,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BDX,151.23,,,0.8869653806562011,0.0,2497115,3,,3.108890109592014,,,,yf_premarket,,0.08826012013157761,0.08826012013157761,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BE,247.2314,,,1.5298170059541258,0.0,10567764,1,,20.60989210340712,,,,yf_premarket,,0.15275590300502898,0.15275590300502898,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BEAM,29.34,,,0.7495059279380987,0.0,2050409,3,,2.296333736843533,,,,yf_premarket,,0.07446913840651545,0.07446913840651545,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BEKE,15.86,,,1.0148832286036213,0.0,4945667,1,,0.35055552588568795,,,,yf_premarket,,0.10109381522106659,0.10109381522106659,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BELFB,276.5,,,1.1098689416787282,0.0,282301,2,,13.787773980034721,,,,yf_premarket,,0.11062350712117326,0.11062350712117326,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BEN,31.7,,,0.7177823898033202,0.0,4299532,2,,0.7955557505289713,,,,yf_premarket,,0.07128639086882337,0.07128639086882337,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BEPC,38.03,,,0.7463462203575978,0.0,1634478,1,,1.2782808661383858,,,,yf_premarket,,0.07415213241938562,0.07415213241938562,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BESS,4.29,,,1.0186210084173017,0.0,2182148,1,,0.647777795791626,,,,yf_premarket,,0.10146881782789702,0.10146881782789702,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BETA,16.39,,,0.7551693385463805,0.0,1813143,1,,1.2672225104437933,,,,yf_premarket,,0.07503733499580721,0.07503733499580721,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BFAM,60.92,,,0.6477401595262711,0.0,1188055,2,,2.8888893127441406,,,,yf_premarket,,0.06425921959298304,0.06425921959298304,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BFRG,0.6733,,,0.523057556729841,0.0,315217,1,,0.06855553388595581,,,,yf_premarket,,0.05175010899638378,0.05175010899638378,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BFST,28.56,,,1.0860473894317417,0.0,200023,3,,0.5094445546468099,,,,yf_premarket,,0.10823354713512176,0.10823354713512176,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BG,129.34,,,0.6185475723996855,0.0,1845332,1,,4.172220865885417,,,,yf_premarket,,0.06133039638287137,0.06133039638287137,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BGI,0.56,,,0.6571441922479785,0.0,1388868,2,,0.04222220844692654,,,,yf_premarket,,0.06520270395031509,0.06520270395031509,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BGS,3.94,,,0.7411331450055025,0.0,2203887,0,,0.14222224553426108,,,,yf_premarket,,0.07362911690105997,0.07362911690105997,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BHC,5.12,,,0.748695706397101,0.0,2251563,2,,0.21333334181043836,,,,yf_premarket,,0.07438785079592046,0.07438785079592046,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BHE,86.3,,,1.53660168357582,0.0,377862,3,,3.033333672417535,,,,yf_premarket,,0.15343659366137188,0.15343659366137188,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BHF,62.78,,,0.702858880094603,0.0,489118,2,,0.4966668023003472,,,,yf_premarket,,0.06978915044194071,0.06978915044194071,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BHP,83.33,,,1.6624205339756106,0.0,3104786,1,,2.125555250379774,,,,yf_premarket,,0.1660597012921746,0.1660597012921746,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BHR,2.49,,,1.9297850595227402,0.0,272694,3,,0.07555548350016277,,,,yf_premarket,,0.19288375167823288,0.19288375167823288,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BHRB,65.61,,,0.9965915561377872,0.0,200912,3,,1.3644451565212674,,,,yf_premarket,,0.09925865499229375,0.09925865499229375,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIDU,118.0,,,0.9114878243068272,0.0,2679580,1,,5.318888346354167,,,,yf_premarket,,0.09072039889416804,0.09072039889416804,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIIB,198.99,,,0.9342661596834891,0.0,986936,2,,5.161112467447917,,,,yf_premarket,,0.09300569539939349,0.09300569539939349,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BILI,17.92,,,0.7817603523542151,0.0,3129578,2,,0.576000001695421,,,,yf_premarket,,0.07770514850898025,0.07770514850898025,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BILL,32.95,,,0.8590773437665166,0.0,3126588,2,,1.9672215779622395,,,,yf_premarket,,0.0854621793607655,0.0854621793607655,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIO,297.17,,,0.8260559830685937,0.0,433891,1,,9.515553792317709,,,,yf_premarket,,0.08214922435536726,0.08214922435536726,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIOA,15.8,,,0.4229342559711527,0.0,394463,1,,0.9757777320014106,,,,yf_premarket,,0.04170497507716418,0.04170497507716418,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIOX,0.4437,,,0.3507356417508189,0.0,353229,1,,0.04477778077125549,,,,yf_premarket,,0.03446145890131146,0.03446145890131146,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIPC,40.58,,,0.9473477674664473,0.0,976509,2,,1.1358372717484901,,,,yf_premarket,,0.09431814216316159,0.09431814216316159,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIRD,3.8786,,,0.7665498983588447,0.0,390688,2,,0.4027777247958713,,,,yf_premarket,,0.07617911964059651,0.07617911964059651,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIRK,44.6,,,0.7843180176433248,0.0,2494291,2,,1.7972225613064237,,,,yf_premarket,,0.07796175301717127,0.07796175301717127,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BIYA,0.906,,,2.1249736603827305,0.0,1420388,1,,0.1752222246593899,,,,yf_premarket,,0.21246656227563085,0.21246656227563085,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BJ,90.0,,,0.726553204715634,0.0,2793923,3,,2.6824442545572915,,,,yf_premarket,,0.07216634598124244,0.07216634598124244,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BJDX,4.2606,,,0.017873968012756366,0.0,7982838,3,,0.9245554871029324,,,,yf_premarket,,0.0010662345735291089,0.0010662345735291089,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BJRI,45.63,,,0.8567676398797823,0.0,393219,2,,1.7788895501030817,,,,yf_premarket,,0.08523045223351161,0.08523045223351161,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BKD,12.86,,,1.1960873988100074,0.0,4393455,2,,0.4744446012708876,,,,yf_premarket,,0.11927360097175017,0.11927360097175017,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BKE,45.23,,,0.5808945506265054,0.0,590034,2,,1.856666988796658,,,,yf_premarket,,0.057552757778182605,0.057552757778182605,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BKH,67.95,,,2.8504303578449544,0.0,1277041,2,,1.6855553521050348,,,,yf_premarket,,0.2852499166335369,0.2852499166335369,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BKU,47.64,,,0.8605674784502395,0.0,586108,1,,0.8244438171386719,,,,yf_premarket,,0.08561168104860685,0.08561168104860685,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BKV,25.8285,,,0.8817926103405762,0.0,675966,2,,0.7963328891330295,,,,yf_premarket,,0.08774114832221777,0.08774114832221777,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BL,27.3,,,0.888464665193978,0.0,1583860,0,,1.8155555725097656,,,,yf_premarket,,0.08841053980263183,0.08841053980263183,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLBD,70.01,,,0.9761385695681792,0.0,401912,2,,2.428888108995226,,,,yf_premarket,,0.09720665523216915,0.09720665523216915,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLCO,15.65,,,0.7075447062848689,0.0,562929,2,,0.3661112255520291,,,,yf_premarket,,0.0702592682990902,0.0702592682990902,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLD,404.62,,,1.3097015149864197,0.0,897552,1,,8.316897922092014,,,,yf_premarket,,0.13067223648873597,0.13067223648873597,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLDP,4.4409,,,1.0171759042388941,0.0,10372729,2,,0.5077777968512641,,,,yf_premarket,,0.1013238339441324,0.1013238339441324,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLDR,77.31,,,1.0011888419884263,0.0,3080140,1,,2.6422220865885415,,,,yf_premarket,,0.09971988980661438,0.09971988980661438,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLFS,27.55,,,0.8815533047423432,0.0,799039,0,,1.3455558353000217,,,,yf_premarket,,0.08771713935763456,0.08771713935763456,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLK,990.0,,,0.6404817276966177,0.0,763319,1,,23.21997668503722,,,,yf_premarket,,0.06353099829764118,0.06353099829764118,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLKB,27.86,,,1.0001215695336048,0.0,803655,1,,1.6511109670003254,,,,yf_premarket,,0.09961281288590024,0.09961281288590024,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLLN,101.0,,,0.8344085697835755,0.0,810596,2,,8.64277818467882,,,,yf_premarket,,0.08298721962208448,0.08298721962208448,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLMN,7.44,,,0.8985802830747801,0.0,2012422,1,,0.40777794520060223,,,,yf_premarket,,0.08942541581569106,0.08942541581569106,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLND,1.68,,,0.5610841432932798,0.0,3556976,2,,0.1344444619284736,,,,yf_premarket,,0.0555652264727959,0.0555652264727959,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLNK,0.66,,,1.0039751947845443,0.0,2122537,1,,0.05199999941719903,,,,yf_premarket,,0.0999994379914136,0.0999994379914136,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLSH,26.33,,,0.8497011785222651,0.0,1817623,2,,1.9475557539198134,,,,yf_premarket,,0.08452149088152491,0.08452149088152491,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLTE,141.42,,,0.6549039876845183,0.0,305111,2,,9.481109619140625,,,,yf_premarket,,0.0649779495257617,0.0649779495257617,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BLZE,7.2,,,0.5690379505299172,0.0,1615922,1,,0.6677777502271864,,,,yf_premarket,,0.05636321313778055,0.05636321313778055,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMA,88.0,,,1.0829265194806112,0.0,340122,1,,4.194958080665302,,,,yf_premarket,,0.1079204376354746,0.1079204376354746,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMBL,2.7512,,,0.7270079876354285,0.0,2977539,2,,0.16599999533759224,,,,yf_premarket,,0.0722119732757772,0.0722119732757772,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMEA,1.1499,,,0.8948104683262916,0.0,1137538,1,,0.1051110823949178,,,,yf_premarket,,0.08904719921963133,0.08904719921963133,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMGL,0.4299,,,0.03812322829419679,0.0,3424736,3,,0.13933334747950235,,,,yf_premarket,,0.003097794957085006,0.003097794957085006,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMI,130.13,,,0.9090860110483188,0.0,371205,2,,4.26222398546007,,,,yf_premarket,,0.09047943065153266,0.09047943065153266,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMNR,15.6995,,,0.8261562621382477,0.0,41050252,2,,1.149444368150499,,,,yf_premarket,,0.08215928511721127,0.08215928511721127,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMO,163.01,,,0.9801729464727243,0.0,648316,2,,2.992221408420139,,,,yf_premarket,,0.09761141472351308,0.09761141472351308,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMRN,57.7072,,,1.042036888269135,0.0,2655391,3,,1.8477774726019964,,,,yf_premarket,,0.10381807766217802,0.10381807766217802,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BMY,56.45,,,0.6387394527104834,0.0,13825969,3,,1.4388885498046875,,,,yf_premarket,,0.06335619996970744,0.06335619996970744,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BNED,10.76,,,0.8784709765449451,0.0,233864,2,,0.44400013817681205,,,,yf_premarket,,0.08740789666096724,0.08740789666096724,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BNL,20.51,,,0.844378261020997,0.0,1582000,3,,0.3572218153211806,,,,yf_premarket,,0.083987455160209,0.083987455160209,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BNRG,1.17,,,1.8355424159100007,0.0,4289850,2,,0.27388887935214573,,,,yf_premarket,,0.1834286101795233,0.1834286101795233,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BNS,80.135,,,0.7205492518938785,0.0,2533016,2,,1.482222663031684,,,,yf_premarket,,0.07156398359723987,0.07156398359723987,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BNTX,84.82,,,1.0844174195779825,0.0,1074960,1,,2.872221204969618,,,,yf_premarket,,0.10807001611545668,0.10807001611545668,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BOBS,12.17,,,0.946517625948013,0.0,978032,1,,0.9333333969116211,,,,yf_premarket,,0.09423485602835191,0.09423485602835191,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BOH,77.98,,,0.5401162389242754,0.0,307022,2,,1.8106976146604632,,,,yf_premarket,,0.05346156622791767,0.05346156622791767,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BOOM,6.89,,,0.7263225156044755,0.0,266830,2,,0.32444450590345597,,,,yf_premarket,,0.07214320148842475,0.07214320148842475,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BOOT,169.77,,,0.8709685442544293,0.0,667420,0,,7.405558268229167,,,,yf_premarket,,0.08665519537658045,0.08665519537658045,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BORR,4.59,,,2.0532913718355466,0.0,10680648,1,,0.2483334011501736,,,,yf_premarket,,0.20527484783317504,0.20527484783317504,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BOX,25.91,,,0.6236026456810202,0.0,2835716,1,,1.1573331620958116,,,,yf_premarket,,0.06183755992719818,0.06183755992719818,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BP,42.7,,,0.8092999434021434,0.0,8784608,3,,0.7566663953993056,,,,yf_premarket,,0.08046813053275231,0.08046813053275231,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BPOP,156.31,,,1.2060254078916735,0.0,476781,3,,2.5995427566470477,,,,yf_premarket,,0.12027065791413323,0.12027065791413323,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BQ,0.9209,,,3.498485878792062,0.0,401321,2,,0.0977777706252204,,,,yf_premarket,,0.35026779404743563,0.35026779404743563,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BR,151.19,,,0.4397433583881508,0.0,1483453,1,,4.11777581108941,,,,yf_premarket,,0.04339139256001941,0.04339139256001941,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRAI,7.46,,,0.22378262588051717,0.0,291206,0,,2.6233333481682672,,,,yf_premarket,,0.02172456313176874,0.02172456313176874,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRBR,8.43,,,1.3257600283437938,0.0,4977738,1,,0.5805554389953613,,,,yf_premarket,,0.13228334914678927,0.13228334914678927,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRBS,3.38,,,1.0433138746678028,0.0,211696,2,,0.04777773221333822,,,,yf_premarket,,0.10394619468679105,0.10394619468679105,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRC,76.0,,,2.2066387456150354,0.0,458698,2,,3.4844462076822915,,,,yf_premarket,,0.22065982709477733,0.22065982709477733,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRCB,6.2491,,,0.49621277075322145,0.0,782603,0,,0.684111065334744,,,,yf_premarket,,0.04905683512182534,0.04905683512182534,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRKR,57.39,,,0.5476554990736882,0.0,3866786,1,,3.8277774386935763,,,,yf_premarket,,0.05421796236426973,0.05421796236426973,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRO,59.2,,,0.7852983419721421,0.0,3211303,2,,1.585555182562934,,,,yf_premarket,,0.07806010663808288,0.07806010663808288,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BROS,56.512,,,1.1337442888064693,0.0,3010447,1,,2.3633333841959634,,,,yf_premarket,,0.11301886422035681,0.11301886422035681,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRSP,5.55,,,0.7220803199317214,0.0,837978,1,,0.10133319430881077,,,,yf_premarket,,0.07171759203167048,0.07171759203167048,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRTX,0.3942,,,0.017266243880290886,0.0,57837593,1,,0.1089222166273329,,,,yf_premarket,,0.0010052630489159678,0.0010052630489159678,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRX,31.92,,,1.0609481359619108,0.0,2641230,3,,0.47777748107910156,,,,yf_premarket,,0.10571539840783852,0.10571539840783852,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BRZE,21.5,,,0.49605031350134093,0.0,4154304,1,,1.6305552588568792,,,,yf_premarket,,0.04904053617004367,0.04904053617004367,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BSAC,31.4,,,1.2341422302059215,0.0,426313,1,,0.7800000508626302,,,,yf_premarket,,0.12309155218539021,0.12309155218539021,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BSBR,5.3,,,1.6618150413745298,0.0,1427013,1,,0.09888887405395508,,,,yf_premarket,,0.1659989536518265,0.1659989536518265,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BSFC,0.0007,,,0.3416971127826042,0.0,402979,0,,0.0001111111163886057,,,,yf_premarket,,0.03355464467095277,0.03355464467095277,,,0.0,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BSX,49.02,,,0.5691913030313095,0.0,28513981,3,,1.6000001695421007,,,,yf_premarket,,0.056378598631483416,0.056378598631483416,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BSY,33.11,,,0.8020733561044059,0.0,2636942,2,,1.2685214136222105,,,,yf_premarket,,0.07974310412396798,0.07974310412396798,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTAI,1.0798,,,0.7187983830919498,0.0,862065,1,,0.10177779197692871,,,,yf_premarket,,0.0713883230720965,0.0713883230720965,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTBT,1.6939,,,1.2415785335499274,0.0,23973007,1,,0.16333336300320095,,,,yf_premarket,,0.12383761890900447,0.12383761890900447,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTCS,1.22,,,1.3941895859357418,0.0,650118,2,,0.10255556636386448,,,,yf_premarket,,0.1391487247869788,0.1391487247869788,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTG,3.9,,,0.9671856654930338,0.0,22143807,1,,0.19444439146253797,,,,yf_premarket,,0.09630843154478277,0.09630843154478277,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTGO,5.2,,,0.6956974436583903,0.0,2329610,1,,0.5446666611565484,,,,yf_premarket,,0.06907066046497605,0.06907066046497605,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTI,60.47,,,1.0031393121313692,0.0,3857501,1,,1.192222171359592,,,,yf_premarket,,0.09991557586213629,0.09991557586213629,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTOC,0.3358,,,0.1385095804956762,0.0,410505,1,,0.03244444396760729,,,,yf_premarket,,0.013169320205300523,0.013169320205300523,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTSG,60.94,,,1.2298680722847677,0.0,4145194,2,,1.832333458794488,,,,yf_premarket,,0.12266273603186205,0.12266273603186205,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BTU,27.13,,,0.5695939999663675,0.0,5137891,3,,1.9510002136230469,,,,yf_premarket,,0.05641900026238116,0.05641900026238116,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BUD,81.0,,,0.8888259901064157,0.0,1888395,2,,1.1133329603407118,,,,yf_premarket,,0.08844679067636735,0.08844679067636735,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BUR,4.42,,,0.4750982231891199,0.0,2383016,1,,0.21388891008165148,,,,yf_premarket,,0.04693846251207369,0.04693846251207369,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BURL,324.42,,,0.4178826641061491,0.0,1362016,1,,15.10777113172743,,,,yf_premarket,,0.04119816081510243,0.04119816081510243,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BUSE,28.19,,,1.1763770578278232,0.0,823890,3,,0.5544446309407552,,,,yf_premarket,,0.11729610908665228,0.11729610908665228,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BVN,29.96,,,1.1171433857251456,0.0,1234028,1,,1.6544437408447266,,,,yf_premarket,,0.11135333488434547,0.11135333488434547,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BVS,9.2,,,0.5888090232930574,0.0,813255,3,,0.48066653145684135,,,,yf_premarket,,0.05834679809879817,0.05834679809879817,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BW,14.9554,,,0.7067789286187085,0.0,3146153,1,,1.6161112255520291,,,,yf_premarket,,0.07018243963732376,0.07018243963732376,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BWA,73.99,,,0.726353808144541,0.0,4184481,3,,3.2763371629863025,,,,yf_premarket,,0.07214634099494568,0.07214634099494568,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BWEN,4.102,,,1.4415040240334567,0.0,496641,2,,0.3888889153798421,,,,yf_premarket,,0.14389567043701948,0.14389567043701948,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BWLP,21.29,,,0.8326221633629345,0.0,558469,3,,0.5211113823784722,,,,yf_premarket,,0.08280799369172147,0.08280799369172147,,,0.6,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BWXT,186.31,,,0.9661103102634887,0.0,1055270,2,,5.749996609157986,,,,yf_premarket,,0.09620054369840077,0.09620054369840077,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BX,118.28,,,0.9294336410405534,0.0,5840638,1,,4.016665988498264,,,,yf_premarket,,0.09252086023547483,0.09252086023547483,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BXDC,22.06,,,1.3631100350517242,0.0,821557,2,,0.8599999745686849,,,,yf_premarket,,0.13603058696677647,0.13603058696677647,,,0.4,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
BXMT,18.6,,,0.7437227328026882,0.0,1086149,1,,0.31222237481011283,,,,yf_premarket,,0.07388892411897223,0.07388892411897223,,,0.2,,0.5,0.5,,—,,,new,12:03:47,2026-06-10 12:03:47
